部分,考试类型,问题类型,问答对,筛选后三元组
高考学考,秋考,志愿篇,"问：填报志愿时,是否需要填满全部院校专业组志愿和专业志愿？答：考生可根据本人情况和意愿来选择填报院校专业组和专业志愿的个数，可以全部填写或部分填写,没有规定一定要全部填满。建议考生尽可能填满院校专业组和4个专业志愿，充分表达自己的报考意愿，提高录取几率。","['(秋考, 包含, 志愿篇)', '(考生, 根据, 本人情况和意愿)', '(填满院校专业组和4个专业志愿, 提高, 录取几率)']"
高考学考,秋考,志愿篇,问：《招生专业目录》中“限招英语”是什么意思？答：“限招英语”是指该院校专业组（专业）只招收高考外语考试语种为英语的考生，俄语、日语、德语、法语、西班牙语的考生不能填报该院校专业组（专业）。同理，个别院校专业组（专业）提出“限招日语”的要求，只有高考外语考试语种为日语的考生才能填报该专业组（专业），选考英语或其他语种的考生不能填报。请考生在选择志愿时务必看清外语语种要求。,"['(限招英语, 禁止填报, 俄语考生)', '(限招英语, 排除, 日语考生)', '(限招英语, 不允许报考, 德语考生)', '(限招英语, 排除语种, 西班牙语)', '(限招日语, 排除, 英语考生)', '(限招日语, 不招收, 德语)', '(限招日语, 排除, 法语)', '(高考外语考试语种, 包括, 俄语)', '(高考外语考试语种, 包括, 日语)', '(高考外语考试语种, 包括, 德语)', '(高考外语考试语种, 包括, 法语)', '(高考外语考试语种, 包括, 西班牙语)', '(考生, 需注意, 外语语种要求)', '(限招日语, 属于, 外语语种要求)']"
高考学考,秋考,志愿篇,问：考生在填报志愿的过程中如何得到指导和帮助？答：（1）《2024年上海市普通高等学校招生专业目录》。在沪招生高校2024年的实际招生专业信息，以此书为准。（2）《2022-2023年上海市普通高等学校招生各专业录取人数及考分》。（3）2024年考生高考成绩分布表（统一高考成绩发布时会公布）。注：以上是2024年预估信息（待定）。,"['(2024年考生高考成绩分布表, 提供数据支持, 考生填报志愿)', '(2024年考生高考成绩分布表, 发布时间, 统一高考成绩发布时)', '(考生, 参考, 2024年考生高考成绩分布表)']"
高考学考,秋考,志愿篇,问：高考后志愿填报是否有网络直播指导和咨询？答：有的。上海市教育考试院-一般会在本科志愿填报前和专科志愿填报前，组织本市及部分外省市院校进行网上集中咨询，在线解答考生和家长的疑问。此外，通过上海教育电视台、“上海国子监发布”视频号、“哗哩哗哩”网站等渠道，组织开展直播活动，讲解高招政策并邀请招生高校介绍招生信息。具体咨询及活动时间将在“上海招考热线”网站和“上海国子监发布”微信公众号上发布。注：详情可关注“上海招考热线”网站（www.shmeea.edu.cn）首页—高考学考—秋季高考栏目发布信息。注：以上是2024年预估信息。,"['(上海教育考试院, 组织, 网上集中咨询)', '(网上集中咨询, 举办时间, 专科志愿填报前)', '(上海教育考试院, 组织直播活动通过, 上海教育电视台)', '(直播活动, 讲解, 高招政策)', '(直播活动, 介绍, 招生信息)']"
高考学考,秋考,志愿篇,问：考生可通过哪些渠道购买《2024年上海高考指南》以及《2024年上海市普通高等学校招生专业目录》？答：以上海招考热线网站公告为准。,[]
高考学考,秋考,志愿篇,问：已填报的志愿可以撤销吗？答：可以撤销，但考生须在相关招生批次启动日之前办理撤销手续。请考生和考生父母一起携带好有效身份证件（如身份证）前往杨浦区民星路465号考试院签署《普通高校招生志愿撤销申请单》（一式三份）。各阶段批次办理撤销时间节点不同。,"['(考生, 办理, 志愿撤销手续)', '(撤销手续, 办理地点, 杨浦区民星路465号考试院)', '(考生及父母, 需共同办理, 撤销手续)']"
高考学考,秋考,志愿篇,问：2024年各批次志愿撤销时间节点？答：（1）本科提前批次：7月6日上午12：00前须办理撤销本科提前批次或本科艺体批甲批次手续手续；（2）地方农村专项计划批次：7月17日上午12：00前须办理撤销地方农村专项计划志愿手续；（4）本科普通批次：7月20日上午12：00前须办理撤销本科普通批次志愿手续；其中撤销本科普通批次志愿同时无法参与本科征求志愿的投档录取工作。除申请的撤销批次志愿外，若符合其余未撤销批次投档要求，仍可参与相关批次投档录取。注：以上是2024年信息。,"['(地方农村专项计划批次, 撤销时间, 7月17日上午12：00前)', '(本科普通批次, 撤销导致无法参与, 本科征求志愿)']"
高考学考,秋考,志愿篇,问：志愿表中“愿否专业调剂”一栏中的“1、2、3、4”分别代表什么意思？答：在志愿表中，“愿否专业调剂”是指考生愿否接受该院校专业组内其他未填报专业的调剂录取，该项可选代码有“ 1、2、3、4 ”，其中“1”表示全部愿意接受调剂；“2”表示全部不愿意接受调剂；“3”表示除高收费专业外均愿意接受调剂；“4”表示除医科专业外均接受愿意调剂。,"['(志愿表, 包含栏目, 是否服从专业调剂)', '(是否服从专业调剂, 调剂范围, 院校专业组)', '(是否服从专业调剂, 调剂范围包含, 院校专业组内未填报专业)', '(愿否专业调剂代码3, 排除, 高收费专业)', '(4, 排除调剂, 医学门类专业)', '(调剂录取, 适用于, 院校专业组)', '(调剂录取, 应用于, 院校专业组内未填报专业)']"
高考学考,秋考,志愿篇,问：专业调剂选项框可以不选吗？答：考生在“愿否专业调剂”一栏中，必须选择至少一个选项，否则系统不接受该志愿的提交。,"['(系统, 不接受, 志愿提交)']"
高考学考,秋考,志愿篇,问：如果在某一院校专业组志愿的“愿否专业调剂”选项中选择了“全愿意调剂”，是在该校的全部专业中调剂吗？答：不是。专业调剂只在考生所投档到的院校专业组内专业中进行调剂。,[]
高考学考,秋考,志愿篇,"问：什么是控制线？答：控制线全称为批次录取控制分数线，根据当年各批次招生计划数和考生成绩，从高分到低分排序后,确定各批次录取控制分数线。待统一高考成绩公布时,上海市教育考试院将公布本科录取控制分数线、艺术类本科文化控制分数线、体育类本科文化控制分数线、特殊类型招生控制分数线。","['(控制线, 全称为, 批次录取控制分数线)', '(上海教育考试院, 公布, 本科录取控制分数线)', '(上海教育考试院, 公布, 艺术类本科文化控制分数线)', '(上海教育考试院, 公布, 体育类本科文化控制线)', '(上海教育考试院, 公布, 特殊类型招生控制分数线)', '(批次录取控制分数线, 根据, 考生成绩和招生计划数)', '(批次录取控制分数线, 确定依据, 考生成绩和招生计划数)']"
高考学考,秋考,志愿篇,"问：本科阶段各控制线是怎样划定的？答：本科录取控制分数线根据本科批次招生计划数、报考人数和考生成绩确定。艺术类本科文化控制分数线根据本科录取控制分数线的75%折算而成。体育类本科文化控制分数线根据本科录取控制分数线的70%折算而成。
特殊类型控制分数线：503分（满分660分）
本科录取控制分数线：403分（满分660分）
本科征求志愿降分控制分数线：388分（满分660分）
艺术类本科文化控制分数线（舞蹈类、戏曲类除外）：302分（满分660分）
舞蹈类、戏曲类本科文化控制分数线：220分（满分660分）
体育类本科文化控制分数线：282分（满分660分）
专科录取控制分数线：100分（满分450分）
注：上图为2024年各批次控制分数线。","['(本科录取控制分数线, 根据, 本科批次招生计划数、报考人数和考生成绩)', '(艺术类本科文化控制分数线, 根据, 本科录取控制分数线的75%折算)', '(体育类本科文化控制分数线, 根据, 本科录取控制分数线的70%折算)', '(特殊类型控制分数线, 为, 503分)', '(本科录取控制分数线, 为, 403分)', '(本科征求志愿降分控制分数线, 为, 388分)', '(艺术类本科文化控制分数线, 为, 302分)', '(舞蹈类、戏曲类本科文化控制分数线, 为, 220分)', '(体育类本科文化控制分数线, 为, 282分)', '(专科录取控制分数线, 为, 100分)']"
高考学考,秋考,志愿篇,"问：什么是投档线？答：投档线在普通本科批次以院校专业组投档线的方式呈现。以本科普通批次为例，对本科录取控制分数线上的考生按高考成绩进行排序，按院校专业组实到计划数1：1比例进行检索投档,排在最后一名的考生成绩即为该院校专业组投档线。投档线不是事先确定的，而是在向院校专业组投档完成后自然形成的，一所高校有几个院校专业组就可能有几条对应的投档线。","['(投档线, 呈现方式, 院校专业组投档线)', '(投档线, 呈现方式为, 院校专业组投档线)', '(考生, 排序依据, 高考成绩)', '(考生, 需达到, 本科录取控制分数线)', '(院校专业组投档线, 形成于, 最后一名考生的高考成绩)', '(投档线, 形成于, 院校专业组投档完成后)', '(高校, 包含, 院校专业组)', '(院校专业组, 具有, 投档线)']"
高考学考,秋考,志愿篇,问：什么是录取线？答：录取线指的是高校各专业实际录取考生的最低分数。录取线不是事先确定的，而是在高校完成录取后自然产生的。一所高校有若干个招生专业，就可能有若干个专业录取线。录取线的相关解释请咨询相关高校。,"['(高考学考-秋考-志愿篇, 解释, 录取线)', '(专业, 有, 专业录取线)', '(录取线, 指, 实际录取考生的最低分数)', '(录取线, 相关解释需咨询, 高校)']"
高考学考,秋考,志愿篇,问：什么是强基计划？答：强基计划主要选拔培养有志于服务国家重大战略需求且综合素质优秀或基础学科拔尖的学生。聚焦高端芯片与软件、智能科技、新材料、先进制造和国家安全等关键领域以及国家人才紧缺的人文社会科学领域，由有关高校结合自身办学特色，突出基础学科的支撑引领作用，重点在数学、物理、化学、生物、力学、基础医学、育种及历史、哲学、古文字学等相关专业招生。,"['(强基计划, 聚焦, 高端芯片与软件)', '(强基计划, 聚焦领域, 智能科技)', '(强基计划, 聚焦, 新材料)', '(强基计划, 聚焦, 先进制造)', '(强基计划, 聚焦, 国家安全)', '(强基计划, 聚焦, 国家人才紧缺的人文社会科学领域)', '(强基计划, 聚焦, 人文社会科学领域)', '(基础学科, 支撑, 物理)', '(基础学科, 支撑引领, 生物)', '(基础学科, 支撑引领, 基础医学)', '(基础学科, 支撑引领, 育种)', '(基础学科, 支撑引领, 历史专业)', '(强基计划, 重点招生专业, 数学)', '(强基计划, 包含专业, 物理)', '(强基计划, 招生专业, 化学)', '(强基计划, 招生, 力学)', '(强基计划, 重点招生专业, 基础医学)', '(强基计划, 招生专业, 育种)', '(强基计划, 招生, 历史)', '(强基计划, 招生专业, 哲学)', '(强基计划, 招生专业, 古文字学)']"
高考学考,秋考,志愿篇,"问：有哪些高校实施强基计划？答：强基计划遴选39所“一流大学”建设高校开展试点，具体如下：*北京大学、*中国人民大学、*清华大学、*北京航空航天大学、*北京理工大学、中国农业大学、北京师范大学、中央民族大学、*南开大学、*天津大学、大连理工大学、吉林大学、*哈尔滨工业大学、*复旦大学、*同济大学、*上海交通大学、*华东师范大学、*南京大学、*东南大学、*浙江大学、中国科学技术大学、*厦门大学、山东大学、中国海洋大学、*武汉大学、华中科技大学、中南大学、中山大学、华南理工大学、*四川大学、重庆大学、电子科技大学、*西安交通大学、西北工业大学、*兰州大学、国防科技大学、东北大学、湖南大学、西北农林科技大学
注：标注“ * ”的高校2023年在沪开展强基计划招生，具体招生情况请参考各校《招生简章》。2024年强基计划招生信息以各校实际发布为准。","['(强基计划, 遴选, 一流大学建设高校)', '(一流大学建设高校, 发布, 强基计划招生简章)', '(强基计划招生信息, 应参考, 院校招生简章)', '(强基计划招生信息, 适用年份, 2024年)','(北京大学, 实施, 强基计划)', '(中国人民大学, 实施, 强基计划)', '(清华大学, 实施, 强基计划)', '(北京航空航天大学, 实施, 强基计划)', '(北京理工大学, 实施, 强基计划)', '(中国农业大学, 实施, 强基计划)', '(北京师范大学, 实施, 强基计划)', '(中央民族大学, 实施, 强基计划)', '(南开大学, 实施, 强基计划)', '(天津大学, 实施, 强基计划)', '(大连理工大学, 实施, 强基计划)', '(吉林大学, 实施, 强基计划)', '(哈尔滨工业大学, 实施, 强基计划)', '(复旦大学, 实施, 强基计划)', '(同济大学, 实施, 强基计划)', '(上海交通大学, 实施, 强基计划)', '(华东师范大学, 实施, 强基计划)', '(南京大学, 实施, 强基计划)', '(东南大学, 实施, 强基计划)', '(浙江大学, 实施, 强基计划)', '(中国科学技术大学, 实施, 强基计划)', '(厦门大学, 实施, 强基计划)', '(山东大学, 实施, 强基计划)', '(中国海洋大学, 实施, 强基计划)', '(武汉大学, 实施, 强基计划)', '(华中科技大学, 实施, 强基计划)', '(中南大学, 实施, 强基计划)', '(中山大学, 实施, 强基计划)', '(华南理工大学, 实施, 强基计划)', '(四川大学, 实施, 强基计划)', '(重庆大学, 实施, 强基计划)', '(电子科技大学, 实施, 强基计划)', '(西安交通大学, 实施, 强基计划)', '(西北工业大学, 实施, 强基计划)', '(兰州大学, 实施, 强基计划)', '(国防科技大学, 实施, 强基计划)', '(东北大学, 实施, 强基计划)', '(湖南大学, 实施, 强基计划)', '(西北农林科技大学, 实施, 强基计划)']"
高考学考,秋考,志愿篇,问：2024年强基计划大概什么时候开始？答：请考生或家长登录阳光高考网站，以强基计划栏目内各高校发布的招生简章为准。预计时间在4月份。请考生关注“上海招考热线”网站或微信公众号“上海国子监发布”。,"['(强基计划, 开始年份, 2024年)', '(强基计划, 预计开始时间, 4月份)', '(教育部阳光高考网站, 包含, 强基计划栏目)', '(高校, 发布, 强基计划招生简章)', '(院校招生简章, 发布在, 强基计划栏目)', '(强基计划, 关注渠道, 上海市教育考试院报名网站)', '(强基计划, 官方信息渠道, 上海国子监发布)']"
高考学考,秋考,志愿篇,问：强基计划的考生需要填报志愿吗？答：强基计划无需专门填报志愿，在教育部“阳光高考”指定的网站报名即视为志愿填报。未被录取的考生仍可参加其后的招生批次志愿填报及录取。,"['(强基计划, 无需专门填报, 志愿)', '(阳光高考网站报名, 视为, 考生填报志愿)', '(阳光高考, 指定平台, 教育部)', '(强基计划报名, 通过, 教育部阳光高考网站)', '(考生, 报名, 强基计划)']"
高考学考,秋考,志愿篇,问：强基计划填报志愿后需要做什么事情？答：待高校公布入围分数线或入围学生名单后，在学校指定的时间内参与学校校测。具体事项请联系高校确认。,"['(高校, 公布, 入围分数线)', '(高校, 公布, 入围学生名单)', '(强基计划, 需参加, 学校校测)', '(高校, 组织, 校测)']"
高考学考,秋考,志愿篇,问：强基计划什么时候进行校测？答：请考生以意向院校公布的信息为准。,"['(秋考, 包含章节, 志愿篇)', '(校测, 组织者, 意向院校)']"
高考学考,秋考,志愿篇,问：强基计划什么时候能查询到录取名单？答：各院校会陆续公布录取名单，具体信息以各院校网站公布信息为准。,"['(各院校, 公布, 录取名单)', '(录取名单, 公布, 各院校官网)']"
高考学考,秋考,志愿篇,问：考生/家长想知道强基计划的录取分数线？答：强基计划招生不公开录取分数。,"['(考生, 想知道, 强基计划的录取分数线)', '(家长, 想知道, 强基计划的录取分数线)', '(强基计划, 不公开, 录取分数)']"
高考学考,秋考,志愿篇,问：强基计划录取后是否可以放弃，参加后续批次录取？答：强基计划录取后，后续志愿自动失效。,"['(强基计划录取, 导致自动失效, 后续志愿)']"
高考学考,秋考,志愿篇,问：如何报考香港地区高校？答：目前有香港大学、香港中文大学、香港城市大学、香港科技大学、香港理工大学、香港浸会大学、岭南大学、香港教育大学、香港树仁大学、香港都会大学、香港演艺学院、珠海学院（香港）、香港恒生大学、东华学院和香港高等教育科技学院等15所香港地区高校在沪招收过本科自费生。参加当年秋季高考的上海市考生均可报考上述香港地区高校。香港高校中的香港中文大学和香港城市大学列入本科提前批次统一录取，有意报考香港中文大学或香港城市大学的考生，在填写志愿表时按规定的批次、代码填报即可。其他香港地区高校报名请根据高校要求在指定网站进行信息填报。,"['(香港中文大学, 录取批次, 本科提前批次)', '(香港城市大学, 列入, 本科提前批次)', '(上海市考生, 参加, 秋季高考)', '(香港地区高校, 在沪招收, 上海市本科自费生)', '(其他香港地区高校, 信息填报, 高校要求的指定网站)']"
高考学考,秋考,志愿篇,问：考生被香港地区高校录取后还可以参加内地高校的录取吗？答：根据教育部规定，考生若想要报考香港地区高校，必须参加当年普通高校秋季招生统一考试。除香港中文大学和香港城市大学纳入本科提前批次招生外，其余招生高校自主接受学生报名，有些高校还要进行测试、面试。凡被这些香港地区高校录取并经考生本人确认就读后，内地高校将不再录取（自综合评价批次起）。,"['(教育部, 规定, 考生报考香港地区高校必须参加普通高校秋季招生统一考试)', '(香港中文大学, 纳入, 本科提前批次)', '(香港城市大学, 纳入, 本科提前批次)', '(部分香港地区高校, 进行, 测试和面试)', '(内地高校, 不再录取, 被香港地区高校录取并确认就读的考生)']"
高考学考,秋考,志愿篇,问：收到香港高校要求缴纳留位费的通知，想取消录取资格？愿意缴纳香港高校要求的留位费，想参与内地高校的志愿录取？答：请考生或家长联系香港高校咨询。,"['(香港地区高校, 要求缴纳, 留位费)', '(考生及父母, 联系, 香港地区高校)', '(家长, 联系, 香港地区高校)']"
高考学考,秋考,志愿篇,问：考生收到香港高校的录取邮件通知，但思虑再三放弃入学资格。如何确认香港高校会将未录取的名单退回考试院？答：请考生或家长直接联系香港高校进行确认，香港地区多数以邮件进行最终确认或最终取消。,"['(考生, 收到, 香港高校的录取邮件通知)', '(香港地区高校, 退回未录取的名单至, 教育考试院)', '(考生及父母, 联系, 香港地区高校)', '(家长, 直接联系, 香港地区高校)', '(香港地区高校, 确认方式, 邮件)', '(邮件, 用于, 最终确认)']"
高考学考,秋考,志愿篇,问：考生报考了内地高校强基计划，同时也报考了香港高校。强基计划的确认时间和香港高校的签约时间刚好是在同一天。如果同时办理，最终是内地高校录取还是香港高校录取？答：因确认时间和签约时间重叠，建议考生慎重考虑。强基计划与香港高校只能二选其一。一旦同时办理，最终结果由考生自行承担。,[]
高考学考,秋考,志愿篇,"问：香港高校报名成功后孩子是不是要办理香港出入境手续？答：根据公安部、教育部规定，凡被香港地区高校录取的学生,凭香港地区高校的录取通知书、香港入境事务处签发的进入许可文件及本人身份证、户口簿到户口所在地的公安机关办理因私赴香港手续。","['(公安部, 联合发布规定, 教育部)', '(香港地区高校, 录取, 学生)', '(香港入境事务处, 签发, 进入许可文件)', '(被香港高校录取的学生, 办理, 因私赴香港手续)', '(因私赴香港手续, 所需材料, 录取通知书)', '(因私赴香港手续, 需提交, 进入许可文件)', '(因私赴香港手续, 需提供, 居民身份证)', '(因私赴香港手续, 需提交, 户口簿)', '(香港地区高校, 发放, 录取通知书)', '(因私赴香港手续, 办理地点, 户口所在地的公安机关)']"
高考学考,秋考,志愿篇,问：考生报考香港学校成功后户口是否要转移到香港？答：学生在香港就读期间，其内地户口不予注销。,"['(考生, 报考, 香港学校)', '(学生, 就读于, 香港学校)', '(学生, 保留, 内地户口)']"
高考学考,秋考,志愿篇,问：考生被澳门地区高校录取后还可以参加内地高校的录取吗？答：考生如收到内地或几所澳门地区高校的录取通知书，可选择一所学校报到注册。具体在沪招生信息参阅相关院校招生网站，有意向的上海考生可咨询相关招生高校。,"['(考生, 收到, 内地或澳门地区高校的录取通知书)', '(上海市考生, 咨询, 招生高校)']"
高考学考,秋考,志愿篇,问：澳门高校报名成功后孩子是不是要办理澳门出入境手续？答：根据公安部、教育部规定，凡被澳门地区高校录取的学生，凭澳门地区高校的录取通知书及本人身份证、户口簿到户口所在地的公安机关办理因私赴澳门手续。,"['(澳门地区高校, 发放, 录取通知书)', '(被澳门高校录取的学生, 需办理, 因私赴澳门手续)', '(因私赴澳门手续, 办理机构, 公安机关)', '(被澳门高校录取的学生, 需提供, 居民身份证)', '(学生, 需要, 户口簿)', '(澳门地区高校录取通知书, 作为凭证办理, 因私赴澳门手续)', '(居民身份证, 需提供, 因私赴澳门手续)', '(户口簿, 用于办理, 办理因私赴澳门手续)']"
高考学考,秋考,志愿篇,问：考生报考澳门学校成功后户口是否要转移到澳门？答：学生在澳门就读期间，其内地户口不予注销。,"['(考生, 报考, 澳门学校)', '(学生, 不予注销, 内地户口)']"
高考学考,秋考,志愿篇,问：什么是综合评价批次？答：本科阶段设置综合评价批次，主要选拔具有学科特长、创新潜质、综合素质高、全面发展的优秀学生。,"['(综合评价批次, 设置于, 本科阶段)', '(优秀学生, 具备, 学科特长)', '(优秀学生, 具有, 创新潜质)']"
高考学考,秋考,志愿篇,问：有哪些高校参与综合评价批次招生？答：2023年参加综合评价批次招生的院校有复旦大学(含复旦大学医学院)、上海交通大学(含上海交通大学医学院)、同济大学、华东师范大学、华东理工大学、东华大学、上海财经大学、上海外国语大学、上海大学、上海中医药大学、浙江大学。,"['(复旦大学, 参与, 综合评价批次招生)', '(复旦大学医学院, 参加, 综合评价批次招生)', '(上海交通大学, 参与, 综合评价批次招生)', '(同济大学, 参与, 综合评价批次招生)', '(华东师范大学, 参与, 综合评价批次招生)', '(华东理工大学, 参与, 综合评价批次招生)', '(东华大学, 参与, 综合评价批次招生)', '(上海财经大学, 参与, 综合评价批次招生)', '(上海外国语大学, 参加, 综合评价批次招生)', '(上海大学, 参加, 综合评价批次招生)', '(上海中医药大学, 参与, 综合评价批次招生)', '(浙江大学, 参与, 综合评价批次招生)']"
高考学考,秋考,志愿篇,"问：如何参与综合评价批次的招生？答：综合评价批次的招生流程大致如下：（1）各招生院校在其学校网站上公布综合评价批次《招生简章》，有意向的考生可依照《招生简章》中的要求，提出申请。各校根据要求审核考生资格,并在规定时间内通过学校网站公布获得“综合评价批次”入围资格的考生名单。（2）待高考成绩公布后，入围考生的高考文化成绩要达到特殊类型招生控制分数线，才可在规定时间内填报综合评价批次志愿。（3）各招生院校组织进档考生参加校测。未参加校测的进档考生,其校测成绩以0分计入，进入排序录取。（4）各招生院校按照考生的综合成绩按85%高考成绩+15%校测成绩进行排序录取。","['(招生高校, 公布, 综合评价批次招生简章)', '(考生, 提出, 申请)', '(招生高校, 审核, 考生资格)', '(入围考生, 需达到, 特殊类型招生控制分数线)', '(入围考生, 填报, 综合评价批次志愿)', '(招生高校, 组织, 校测)', '(未参加校测的进档考生, 校测成绩记为, 0分)']"
高考学考,秋考,志愿篇,问：考生什么时候可以填报综合评价批次志愿？答：2024年综评志愿填报时间为7月1日-2日每天8:00-17:00。本市应届高中毕业生由学籍所在中学统一安排；非本市应届高中毕业生由报名所在区招考机构统一安排。注：以上是2024年高考相关信息。,"['(本市学籍应届高中阶段毕业生, 统一安排, 学籍所在中学)', '(非本市应届高中阶段毕业生, 统一安排机构, 报名所在区招考机构)']"
高考学考,秋考,志愿篇,问：考生可以填写几个综合评价志愿？答：综评实行平行志愿。考生最多可以填报4个院校专业组志愿，每个院校专业组内最多可填报4个专业志愿。,"['(秋考, 属于, 高考学考)', '(志愿篇, 属于, 秋考)', '(综评, 实行, 平行志愿)']"
高考学考,秋考,志愿篇,问：综合评价批次的校测不去参加，是否就无法被高校录取？答：不一定，校测所占分数比只有15%。考生高考分数总分占比85%，如高考分数高于其他考生。亦有可能被高校录取，详情请与意向高校确认。,"['(综合评价批次, 包含环节, 校测)', '(校测, 影响因素, 高校录取)', '(高考分数, 主要影响, 高校录取)']"
高考学考,秋考,志愿篇,问：综合评价批次的招生院校何时会进行面试？答：各院校官网会陆续公布院校专业组面试资格线，考生请自行查询或联系报考院校咨询。注：以上是2024年高考相关信息。,"['(招生高校, 组织, 面试)', '(各院校官网, 公布, 院校专业组面试资格线)', '(考生, 咨询, 报考院校)']"
高考学考,秋考,志愿篇,问：综合评价批次的院校何时进行校测？答：具体以各院校官网公布信息为准。注：以上是2024年高考相关信息。,"['(院校, 招生批次, 综合评价批次)', '(综合评价批次校测, 信息发布渠道, 各院校官网)']"
高考学考,秋考,志愿篇,问：综合评价批次的院校何时会公布录取名单？答：考试院会公示综合评价批次录取考生名单。考生可在“上海招考热线”网站（www.shmeea.edu.cn）首页—消息速递栏目查询。,"['(上海教育考试院, 公示, 综合评价批次录取考生名单)', '(消息速递栏目, 属于, 上海市教育考试院报名网站)']"
高考学考,秋考,志愿篇,问：秋考各批次录取结果什么时间查询？在哪里查询？ 答：秋考各批次录取结果查询请及时关注上海市教育考试院上海招考热线网站（www.shmeea.edu.cn）首页—高考学考—秋季高考栏目相关通知。,"['(上海教育考试院, 所属, 上海市教育考试院报名网站)', '(高考学考, 包含栏目, 秋季高考)', '(秋考, 简称, 秋季高考)']"
高考学考,秋考,志愿篇,问：综合评价批次录取后可以放弃资格参与后续志愿投档吗？答：综合评价批次录取后，后续志愿自动失效。,"['(综合评价批次录取, 导致, 后续志愿自动失效)', '(后续志愿, 失效条件, 被综合评价批次录取)', '(综合评价批次录取, 导致, 后续志愿自动失效)']"
高考学考,秋考,志愿篇,问：什么是零志愿批次？答：在零志愿批次招生的院校共有两所，为清华大学和北京大学（含北京大学医学部），招生内容包括对沪分省公布计划、特殊类型招生（含高水平运动队）等不分省计划。详细情况参阅两校的《招生章程》。,"['(零志愿批次, 招生院校, 清华大学)', '(北京大学, 下设, 北京大学医学部)', '(零志愿批次, 包含, 对沪分省公布计划)', '(零志愿批次, 招生内容包含, 特殊类型招生)', '(零志愿批次, 招生内容包含, 不分省计划)', '(特殊类型招生, 包含, 高水平运动队)', '(清华大学, 参阅, 招生章程)', '(北京大学, 参阅, 招生章程)']"
高考学考,秋考,志愿篇,问：零志愿批次的志愿什么时候填报？答：本科阶段除综合评价批次外的其他批次志愿（零志愿批次、提前批次、艺体类甲批次、地方农村专项计划批次、特殊类型招生、普通批次）填报时间为7月1日-7月2日每日8：00-17：00。注：以上是2024年高考相关信息。,"['(地方农村专项计划批次, 填报时间, 7月1日-7月2日每日8：00-17：00)', '(零志愿批次, 属于, 本科阶段)', '(提前批次, 属于, 本科阶段)', '(艺体类甲批次, 属于, 本科阶段)', '(地方农村专项计划批次, 属于, 本科阶段)', '(综合评价批次, 属于, 本科阶段)']"
高考学考,秋考,志愿篇,问：零志愿批次的院校有面试/校测吗？答：请参阅两校的《招生章程》。,[]
高考学考,秋考,志愿篇,问：零志愿批次的录取结果什么时候出？答：考生可登录“上海招考热线”网站（www.shmeea.edu.cn）首页—录取查询。（具体以上海招考热线公告信息为准）,"['(零志愿批次录取结果, 查询方式, 上海市教育考试院报名网站)', '(考生, 可登录, 上海市教育考试院报名网站)', '(上海招考热线首页, 提供, 录取查询)', '(零志愿批次录取结果, 依据, 上海招考热线公告信息)']"
高考学考,秋考,志愿篇,问：零志愿批次录取结果出来后是否可以放弃？答：零志愿录取后，后续志愿自动失效。,[]
高考学考,秋考,志愿篇,问：往届生能正常填报提前批志愿吗？答：往届生、社会生等只要符合高考报名条件，和应届生享受同等权利。提前批志愿院校招生可能会有相关特殊要求，详情请查看院校招生简章。,"['(往届生, 需符合, 高考报名条件)', '(社会生, 需符合, 高考报名条件)', '(往届生, 享有同等权利, 应届毕业生)', '(本科提前批次, 特殊要求详见, 院校招生简章)']"
高考学考,秋考,志愿篇,问：列入本市本科提前批次招生的有哪类院校专业？答：列入本市本科提前批次招生的有军队、公安、飞行学员、公费师范生、农村订单定向医学生、航海类等专业、全国重点马克思主义学院的马克思主义理论专业、其他经教育部批准的特殊高校（专业）、有关高校综合评价招生等教育部规定可安排在提前批次录取的院校或专业。具体招生院校信息以《20XX年上海市普通高等学校招生专业目录》为准。,"['(军队专业, 列入, 本科提前批次)', '(公安类专业, 属于, 本科提前批次)', '(飞行学员专业, 属于, 本科提前批次)', '(公费师范生, 列入, 本科提前批次)', '(农村订单定向医学生, 列入, 上海市本科提前批次招生)', '(航海类等专业, 属于, 本科提前批次)', '(全国重点马克思主义学院的马克思主义理论专业, 招生批次, 本科提前批次)', '(有关高校综合评价招生, 属于, 本科提前批次)', '(上海市本科提前批次招生, 依据, 20XX年上海市普通高等学校招生专业目录)']"
高考学考,秋考,志愿篇,问：如何报考军队院校？答：意愿填报军队院校的考生，须在规定时间内完成报名并填写“军队院校招收普通高中毕业生政治考核表”中的个人基本信息，由区人民武装部组织考生政治考核，同时还须按规定通过“上海招考热线”网站（www.shmeea.edu.cn）进行军队院校报考意向登记。,[]
高考学考,秋考,志愿篇,问：报考军队院校的条件？答：报考军队院校需要符合以下条件（以下为2023年要求）：（1）参加普通高等学校招生全国统一考试成绩达到录取标准的应届/往届普通高中毕业生；（2）未婚；（3）年龄不低于17周岁、不超过20周岁（截至2023年8月31日）；（4）高中阶段体质测试成绩及格以上；（5）通过军队组织的政治考核；（6）参加军队组织的面试和体格检查，且结论均为合格。,"['(部队院校, 需要条件, 参加普通高等学校招生全国统一考试成绩达到录取标准)', '(部队院校, 婚姻状况要求, 未婚)', '(部队院校, 需要条件, 高中阶段体质测试成绩及格以上)', '(部队院校, 需要通过, 政治考核)', '(部队院校, 要求, 面试合格)', '(部队院校, 需通过, 体格检查合格)']"
